system:index,occurrence,.geo
6468,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.563029906994245]}"
6469,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.563029906994245]}"
6470,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.563029906994245]}"
6471,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.563029906994245]}"
6472,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.563029906994245]}"
6473,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.563029906994245]}"
6474,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.563029906994245]}"
6475,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.563029906994245]}"
6476,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.563029906994245]}"
6477,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.563029906994245]}"
6478,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.563029906994245]}"
6479,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.563029906994245]}"
6480,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.563029906994245]}"
6481,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.563029906994245]}"
6482,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.563029906994245]}"
6483,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.563029906994245]}"
6484,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.563029906994245]}"
6485,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3356088850721,22.563029906994245]}"
6486,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33587837965732,22.563029906994245]}"
6487,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33614787424253,22.563029906994245]}"
6488,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3364173688278,22.563029906994245]}"
6489,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33668686341301,22.563029906994245]}"
6490,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.562760412409013]}"
6491,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.562760412409013]}"
6492,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.562760412409013]}"
6493,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.562760412409013]}"
6494,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.562760412409013]}"
6495,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.562760412409013]}"
6496,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.562760412409013]}"
6497,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.562760412409013]}"
6498,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.562760412409013]}"
6499,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.562760412409013]}"
6500,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.562760412409013]}"
6501,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.562760412409013]}"
6502,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.562760412409013]}"
6503,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.562760412409013]}"
6504,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.562760412409013]}"
6505,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.562760412409013]}"
6506,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.562760412409013]}"
6507,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.562760412409013]}"
6508,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.562760412409013]}"
6509,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.562760412409013]}"
6510,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.562760412409013]}"
6511,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.562760412409013]}"
6512,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.562760412409013]}"
6513,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.562760412409013]}"
6514,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.562760412409013]}"
6515,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.562760412409013]}"
6516,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.562760412409013]}"
6517,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.562760412409013]}"
6518,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.562760412409013]}"
6519,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3356088850721,22.562760412409013]}"
6520,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33587837965732,22.562760412409013]}"
6521,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33614787424253,22.562760412409013]}"
6522,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3364173688278,22.562760412409013]}"
6523,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.562490917823773]}"
6524,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.562490917823773]}"
6525,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.562490917823773]}"
6526,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.562490917823773]}"
6527,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.562490917823773]}"
6528,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.562490917823773]}"
6529,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.562490917823773]}"
6530,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.562490917823773]}"
6531,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.562490917823773]}"
6532,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.562490917823773]}"
6533,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.562490917823773]}"
6534,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.562490917823773]}"
6535,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.562490917823773]}"
6536,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.562490917823773]}"
6537,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.562490917823773]}"
6538,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.562490917823773]}"
6539,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.562490917823773]}"
6540,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.562490917823773]}"
6541,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.562490917823773]}"
6542,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.562490917823773]}"
6543,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.562490917823773]}"
6544,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.562490917823773]}"
6545,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.562490917823773]}"
6546,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.562490917823773]}"
6547,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.562490917823773]}"
6548,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.562490917823773]}"
6549,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.562490917823773]}"
6550,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.562490917823773]}"
6551,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.562490917823773]}"
6552,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.562490917823773]}"
6553,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3356088850721,22.562490917823773]}"
6554,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33587837965732,22.562490917823773]}"
6555,56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33614787424253,22.562490917823773]}"
6556,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.56222142323854]}"
6557,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.56222142323854]}"
6558,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.56222142323854]}"
6559,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.56222142323854]}"
6560,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.56222142323854]}"
6561,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.56222142323854]}"
6562,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.56222142323854]}"
6563,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.56222142323854]}"
6564,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.56222142323854]}"
6565,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.56222142323854]}"
6566,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.56222142323854]}"
6567,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.56222142323854]}"
6568,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.56222142323854]}"
6569,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.56222142323854]}"
6570,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.56222142323854]}"
6571,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.56222142323854]}"
6572,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.56222142323854]}"
6573,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.56222142323854]}"
6574,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.56222142323854]}"
6575,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.56222142323854]}"
6576,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.56222142323854]}"
6577,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.56222142323854]}"
6578,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.56222142323854]}"
6579,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.56222142323854]}"
6580,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.56222142323854]}"
6581,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.56222142323854]}"
6582,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.56222142323854]}"
6583,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.56222142323854]}"
6584,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.56222142323854]}"
6585,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.56222142323854]}"
6586,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.56222142323854]}"
6587,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.56222142323854]}"
6588,81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.56222142323854]}"
6589,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3356088850721,22.56222142323854]}"
6590,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33587837965732,22.56222142323854]}"
6591,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.5619519286533]}"
6592,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.5619519286533]}"
6593,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.5619519286533]}"
6594,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.5619519286533]}"
6595,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.5619519286533]}"
6596,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.5619519286533]}"
6597,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.5619519286533]}"
6598,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.5619519286533]}"
6599,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.5619519286533]}"
6600,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.5619519286533]}"
6601,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.5619519286533]}"
6602,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.5619519286533]}"
6603,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.5619519286533]}"
6604,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.5619519286533]}"
6605,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.5619519286533]}"
6606,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.5619519286533]}"
6607,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.5619519286533]}"
6608,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.5619519286533]}"
6609,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.5619519286533]}"
6610,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.5619519286533]}"
6611,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.5619519286533]}"
6612,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.5619519286533]}"
6613,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.5619519286533]}"
6614,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.5619519286533]}"
6615,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.5619519286533]}"
6616,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.5619519286533]}"
6617,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.5619519286533]}"
6618,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.5619519286533]}"
6619,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.5619519286533]}"
6620,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.5619519286533]}"
6621,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.5619519286533]}"
6622,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3364173688278,22.5619519286533]}"
6623,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.561682434068068]}"
6624,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.561682434068068]}"
6625,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.561682434068068]}"
6626,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.561682434068068]}"
6627,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.561682434068068]}"
6628,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.561682434068068]}"
6629,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.561682434068068]}"
6630,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.561682434068068]}"
6631,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.561682434068068]}"
6632,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.561682434068068]}"
6633,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.561682434068068]}"
6634,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.561682434068068]}"
6635,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.561682434068068]}"
6636,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.561682434068068]}"
6637,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.561682434068068]}"
6638,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.561682434068068]}"
6639,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.561682434068068]}"
6640,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.561682434068068]}"
6641,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.561682434068068]}"
6642,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.561682434068068]}"
6643,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.561682434068068]}"
6644,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.561682434068068]}"
6645,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.561682434068068]}"
6646,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.561682434068068]}"
6647,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.561682434068068]}"
6648,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.561682434068068]}"
6649,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.561682434068068]}"
6650,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.561682434068068]}"
6651,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.561682434068068]}"
6652,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.561682434068068]}"
6653,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33506989590163,22.561682434068068]}"
6654,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33533939048684,22.561682434068068]}"
6655,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3364173688278,22.561682434068068]}"
6656,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.561412939482828]}"
6657,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.561412939482828]}"
6658,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.561412939482828]}"
6659,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.561412939482828]}"
6660,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.561412939482828]}"
6661,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.561412939482828]}"
6662,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.561412939482828]}"
6663,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.561412939482828]}"
6664,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.561412939482828]}"
6665,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.561412939482828]}"
6666,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.561412939482828]}"
6667,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.561412939482828]}"
6668,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.561412939482828]}"
6669,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.561412939482828]}"
6670,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.561412939482828]}"
6671,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.561412939482828]}"
6672,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.561412939482828]}"
6673,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.561412939482828]}"
6674,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.561412939482828]}"
6675,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.561412939482828]}"
6676,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.561412939482828]}"
6677,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.561412939482828]}"
6678,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.561412939482828]}"
6679,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.561412939482828]}"
6680,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.561412939482828]}"
6681,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.561412939482828]}"
6682,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.561412939482828]}"
6683,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.561412939482828]}"
6684,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.561412939482828]}"
6685,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33480040131636,22.561412939482828]}"
6686,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.561143444897596]}"
6687,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.561143444897596]}"
6688,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.561143444897596]}"
6689,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.561143444897596]}"
6690,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.561143444897596]}"
6691,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.561143444897596]}"
6692,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.561143444897596]}"
6693,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.561143444897596]}"
6694,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.561143444897596]}"
6695,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.561143444897596]}"
6696,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.561143444897596]}"
6697,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.561143444897596]}"
6698,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.561143444897596]}"
6699,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.561143444897596]}"
6700,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.561143444897596]}"
6701,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.561143444897596]}"
6702,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.561143444897596]}"
6703,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.561143444897596]}"
6704,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.561143444897596]}"
6705,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33021899336737,22.561143444897596]}"
6706,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33048848795258,22.561143444897596]}"
6707,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33075798253785,22.561143444897596]}"
6708,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33102747712306,22.561143444897596]}"
6709,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33129697170833,22.561143444897596]}"
6710,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33156646629354,22.561143444897596]}"
6711,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.561143444897596]}"
6712,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33210545546402,22.561143444897596]}"
6713,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33237495004923,22.561143444897596]}"
6714,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3326444446345,22.561143444897596]}"
6715,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33291393921971,22.561143444897596]}"
6716,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33318343380498,22.561143444897596]}"
6717,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33345292839019,22.561143444897596]}"
6718,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33372242297546,22.561143444897596]}"
6719,87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33399191756067,22.561143444897596]}"
6720,87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33426141214588,22.561143444897596]}"
6721,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33453090673115,22.561143444897596]}"
6722,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31943920995795,22.560873950312356]}"
6723,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31997819912837,22.560873950312356]}"
6724,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32024769371364,22.560873950312356]}"
6725,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.560873950312356]}"
6726,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.560873950312356]}"
6727,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.560873950312356]}"
6728,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.560873950312356]}"
6729,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.560873950312356]}"
6730,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.560873950312356]}"
6731,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.560873950312356]}"
6732,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.560873950312356]}"
6733,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.560873950312356]}"
6734,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.560873950312356]}"
6735,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.560873950312356]}"
