system:index,occurrence,.geo
1498,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.589440376347362]}"
1499,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.589440376347362]}"
1500,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.589440376347362]}"
1501,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.589440376347362]}"
1502,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.589440376347362]}"
1503,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45310852423492,22.589440376347362]}"
1504,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45337801882013,22.589440376347362]}"
1505,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4536475134054,22.589440376347362]}"
1506,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45391700799061,22.589440376347362]}"
1507,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45418650257588,22.589440376347362]}"
1508,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45445599716109,22.589440376347362]}"
1509,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4547254917463,22.589440376347362]}"
1510,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34584967931104,22.589170881762122]}"
1511,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34611917389626,22.589170881762122]}"
1512,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.589170881762122]}"
1513,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.589170881762122]}"
1514,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.589170881762122]}"
1515,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.589170881762122]}"
1516,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.589170881762122]}"
1517,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.589170881762122]}"
1518,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.589170881762122]}"
1519,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.589170881762122]}"
1520,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.589170881762122]}"
1521,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.589170881762122]}"
1522,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.589170881762122]}"
1523,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.589170881762122]}"
1524,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.589170881762122]}"
1525,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.589170881762122]}"
1526,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.589170881762122]}"
1527,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.589170881762122]}"
1528,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.589170881762122]}"
1529,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.589170881762122]}"
1530,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.589170881762122]}"
1531,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.589170881762122]}"
1532,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.589170881762122]}"
1533,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.589170881762122]}"
1534,53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.589170881762122]}"
1535,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.589170881762122]}"
1536,76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.589170881762122]}"
1537,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.589170881762122]}"
1538,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.589170881762122]}"
1539,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.589170881762122]}"
1540,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45283902964965,22.589170881762122]}"
1541,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45310852423492,22.589170881762122]}"
1542,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45337801882013,22.589170881762122]}"
1543,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4536475134054,22.589170881762122]}"
1544,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45391700799061,22.589170881762122]}"
1545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45418650257588,22.589170881762122]}"
1546,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45445599716109,22.589170881762122]}"
1547,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4547254917463,22.589170881762122]}"
1548,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45499498633157,22.589170881762122]}"
1549,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45526448091678,22.589170881762122]}"
1550,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46173235096248,22.589170881762122]}"
1551,84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34558018472583,22.58890138717689]}"
1552,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34584967931104,22.58890138717689]}"
1553,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34611917389626,22.58890138717689]}"
1554,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.58890138717689]}"
1555,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.58890138717689]}"
1556,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.58890138717689]}"
1557,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.58890138717689]}"
1558,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.58890138717689]}"
1559,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.58890138717689]}"
1560,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.58890138717689]}"
1561,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.58890138717689]}"
1562,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.58890138717689]}"
1563,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.58890138717689]}"
1564,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.58890138717689]}"
1565,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.58890138717689]}"
1566,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.58890138717689]}"
1567,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.58890138717689]}"
1568,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.58890138717689]}"
1569,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4328964303422,22.58890138717689]}"
1570,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43316592492747,22.58890138717689]}"
1571,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.58890138717689]}"
1572,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.58890138717689]}"
1573,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.58890138717689]}"
1574,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.58890138717689]}"
1575,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.58890138717689]}"
1576,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.58890138717689]}"
1577,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.58890138717689]}"
1578,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.58890138717689]}"
1579,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.58890138717689]}"
1580,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.58890138717689]}"
1581,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.58890138717689]}"
1582,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.58890138717689]}"
1583,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.58890138717689]}"
1584,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45283902964965,22.58890138717689]}"
1585,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45310852423492,22.58890138717689]}"
1586,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45337801882013,22.58890138717689]}"
1587,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4536475134054,22.58890138717689]}"
1588,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45391700799061,22.58890138717689]}"
1589,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45418650257588,22.58890138717689]}"
1590,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45445599716109,22.58890138717689]}"
1591,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4547254917463,22.58890138717689]}"
1592,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45499498633157,22.58890138717689]}"
1593,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45526448091678,22.58890138717689]}"
1594,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45553397550205,22.58890138717689]}"
1595,84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34558018472583,22.58863189259165]}"
1596,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34584967931104,22.58863189259165]}"
1597,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34611917389626,22.58863189259165]}"
1598,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.58863189259165]}"
1599,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.58863189259165]}"
1600,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.58863189259165]}"
1601,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.58863189259165]}"
1602,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.58863189259165]}"
1603,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.58863189259165]}"
1604,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.58863189259165]}"
1605,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.58863189259165]}"
1606,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.58863189259165]}"
1607,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.58863189259165]}"
1608,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.58863189259165]}"
1609,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.58863189259165]}"
1610,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.58863189259165]}"
1611,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.58863189259165]}"
1612,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43316592492747,22.58863189259165]}"
1613,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43343541951268,22.58863189259165]}"
1614,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.58863189259165]}"
1615,76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.58863189259165]}"
1616,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.58863189259165]}"
1617,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.58863189259165]}"
1618,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.58863189259165]}"
1619,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.58863189259165]}"
1620,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.58863189259165]}"
1621,79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.58863189259165]}"
1622,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.58863189259165]}"
1623,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.58863189259165]}"
1624,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.58863189259165]}"
1625,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.58863189259165]}"
1626,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45256953506444,22.58863189259165]}"
1627,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45283902964965,22.58863189259165]}"
1628,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45310852423492,22.58863189259165]}"
1629,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4547254917463,22.58863189259165]}"
1630,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45499498633157,22.58863189259165]}"
1631,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45526448091678,22.58863189259165]}"
1632,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45553397550205,22.58863189259165]}"
1633,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45580347008726,22.58863189259165]}"
1634,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45876791052487,22.58863189259165]}"
1635,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34504119555535,22.588362398006417]}"
1636,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34531069014056,22.588362398006417]}"
1637,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34558018472583,22.588362398006417]}"
1638,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34584967931104,22.588362398006417]}"
1639,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34611917389626,22.588362398006417]}"
1640,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.588362398006417]}"
1641,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.588362398006417]}"
1642,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.588362398006417]}"
1643,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.588362398006417]}"
1644,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.588362398006417]}"
1645,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.588362398006417]}"
1646,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.588362398006417]}"
1647,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.588362398006417]}"
1648,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.588362398006417]}"
1649,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.588362398006417]}"
1650,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.588362398006417]}"
1651,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.588362398006417]}"
1652,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.588362398006417]}"
1653,82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.588362398006417]}"
1654,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36875671905611,22.588362398006417]}"
1655,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41591827147235,22.588362398006417]}"
1656,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.588362398006417]}"
1657,71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.588362398006417]}"
1658,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.588362398006417]}"
1659,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.588362398006417]}"
1660,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.588362398006417]}"
